groupid,gender1,gender2,gender3,gender4,round2score1,round2score2,round2score3,round2score4,round3score1,round3score2,round3score3,round3score4,id1,id2,id3,id4
1,0,0,0,0,20,23,30,26,21,28,16,40,176,514,222,534
2,0,0,0,0,22,19,29,26,33,24,10,25,641,422,88,701
3,0,0,0,0,26,28,23,18,21,13,21,39,134,8,735,901
4,0,0,0,0,33,18,28,30,22,16,46,13,396,229,853,651
5,0,0,0,0,22,27,38,31,29,37,18,30,87,361,899,838
6,0,0,0,0,21,27,31,28,15,39,35,41,503,240,697,165
7,0,0,0,0,31,32,24,29,33,37,2,42,552,28,657,56
8,0,0,0,0,29,27,30,27,24,33,22,27,759,447,993,356
9,0,0,0,0,25,25,26,32,18,34,23,26,538,19,618,136
10,0,0,0,0,32,31,29,22,29,20,37,50,999,787,381,184
11,0,0,0,0,33,29,32,20,15,38,6,22,954,74,791,181
12,0,0,0,0,22,26,26,26,25,22,41,16,867,563,460,156
13,0,0,0,0,35,29,31,26,22,16,25,27,454,823,170,637
14,0,0,0,0,33,23,40,28,35,25,20,16,972,160,106,659
15,0,0,0,0,20,23,21,25,26,23,25,35,585,739,250,442
16,0,0,0,0,27,23,28,34,11,15,29,17,905,9,5,635
17,0,0,0,0,33,28,20,33,25,24,16,24,192,151,960,647
18,0,0,0,0,19,24,28,26,28,23,31,28,740,619,180,286
19,0,0,0,0,27,24,29,23,28,23,27,19,737,984,121,219
20,0,0,0,0,29,27,32,31,30,30,21,29,34,251,545,844
21,0,0,0,0,27,23,31,27,13,17,3,18,434,761,390,581
22,0,0,0,0,23,29,27,30,13,25,29,35,310,367,639,604
23,0,0,0,0,26,30,18,31,36,20,13,20,519,148,669,51
24,0,0,0,0,35,26,26,31,25,29,42,32,661,284,386,988
25,0,0,0,0,34,35,22,23,29,24,33,15,557,142,352,822
26,0,0,0,0,32,27,31,38,22,39,19,34,975,199,207,549
27,0,0,0,0,39,33,30,21,15,30,20,26,712,622,133,463
28,0,0,0,0,26,26,26,41,10,25,8,21,603,225,711,159
29,0,0,0,0,25,27,33,23,19,39,17,40,935,385,335,908
30,0,0,0,0,35,24,29,29,23,31,31,21,303,684,256,717
31,0,0,0,0,24,27,33,32,18,32,16,47,944,392,512,42
32,0,0,0,0,30,30,27,24,27,52,17,42,668,292,399,891
33,0,0,0,0,25,32,28,26,36,6,22,37,404,834,212,593
34,0,0,0,0,30,38,24,26,18,29,21,32,987,382,260,943
35,0,0,0,0,27,22,31,31,15,17,42,31,330,939,418,561
36,0,0,0,0,21,27,25,29,6,28,27,6,458,778,150,591
37,0,0,0,0,18,38,22,25,24,40,34,31,804,728,424,263
38,0,0,0,0,32,29,35,26,45,31,26,25,882,477,852,35
